theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
-91.61;75.04;-26.11108177;-51.96888394
-90.758;75.04;-22.5911868;-44.44637144
-89.709;75.04;-20.99183585;-44.54724872
-88.605;75.04;-21.4910575;-43.07953219
-87.644;75.04;-23.63094267;-51.01068793
-86.683;75.04;-26.27651323;-65.19764656
-85.683;75.04;-25.26076725;-102.357603
-84.694;75.04;-23.36162689;-113.1607098
-83.683;75.04;-19.82771434;-114.407211
-82.634;75.04;-19.70828037;-108.8357397
-81.728;75.04;-19.17721959;-100.4986088
-80.651;75.04;-20.76578237;-108.3234399
-79.684;75.04;-21.87985743;-125.0172875
-78.657;75.04;-21.06127032;-150.4706697
-77.652;75.04;-17.98730066;-167.5200603
-76.619;75.04;-15.73332689;-177.518418
-75.625;75.04;-14.46435102;-177.8982378
-74.768;75.04;-13.85550457;175.1377666
-73.669;75.04;-14.03632452;166.8200869
-72.702;75.04;-14.64443126;151.0516166
-71.675;75.04;-14.70097108;136.1034059
-70.615;75.04;-13.31030525;117.0668523
-69.648;75.04;-11.64433408;102.9647722
-68.632;75.04;-10.51410061;95.55531703
-67.698;75.04;-9.617223065;89.477355
-66.649;75.04;-8.812988299;84.93095948
-65.627;75.04;-8.615428073;77.49291596
-64.644;75.04;-8.990208917;71.45173534
-63.677;75.04;-9.447665407;62.83421505
-62.688;75.04;-9.719903446;51.65455957
-61.716;75.04;-9.565291269;37.82217384
-60.661;75.04;-8.718852633;25.77992486
-59.612;75.04;-7.673532432;13.28913693
-58.722;75.04;-6.973534517;11.12029354
-57.64;75.04;-6.38656285;5.276248097
-56.635;75.04;-6.120548047;5.414490437
-55.674;75.04;-5.813564595;4.631609433
-54.624;75.04;-5.706715739;2.020757334
-53.735;75.04;-5.768997865;1.919630686
-52.63;75.04;-5.930635644;-1.9373505
-51.642;75.04;-5.955267126;-5.419412491
-50.669;75.04;-6.404384855;-8.997072287
-49.697;75.04;-6.88717861;-12.11271409
-48.642;75.04;-6.847899489;-21.09630171
-47.67;75.04;-6.719805579;-26.73509404
-46.687;75.04;-6.659960586;-37.12146961
-45.687;75.04;-6.170490132;-42.41237798
-44.654;75.04;-5.503940286;-52.98636394
-43.644;75.04;-4.848115574;-56.17112629
-42.704;75.04;-4.129153818;-63.41828716
-41.715;75.04;-3.41335697;-65.96400256
-40.633;75.04;-2.55666592;-69.78828387
-39.617;75.0399999999999;-1.75623521114695;-73.3904727984909
-38.683;75.0399999999999;-1.03971941695678;-72.9760847627674
-37.7;75.0399999999999;-0.340313034744234;-75.2883993732937
-36.662;75.0399999999999;0.514942126781193;-76.6794796491777
-35.673;75.0399999999999;1.12098002891597;-77.97810296174
-34.712;75.0399999999999;1.74170756943509;-80.6487053970601
-33.679;75.0399999999999;2.37569926254238;-81.7401354295519
-32.6299999999999;75.0399999999999;2.99658957674209;-84.725034518926
-31.657;75.0399999999999;3.47184815973029;-85.0715773485293
-30.6139999999999;75.0399999999999;4.1138903153754;-87.278156804301
-29.62;75.0399999999999;4.67971032697735;-87.7465472922813
-28.658;75.0399999999999;5.25454857666062;-90.1105827314386
-27.658;75.0399999999999;5.79447455796491;-91.3074225936651
-26.642;75.0399999999999;6.40098454704377;-93.1270269604697
-25.648;75.0399999999999;6.85516418674304;-93.5270748868681
-24.6539999999999;75.0399999999999;7.42116369291772;-95.143189138855
-23.7089999999999;75.0399999999999;7.84147218410826;-97.0316980002185
-22.682;75.0399999999999;8.33778119670297;-99.7217930267613
-21.715;75.0399999999999;8.8070249074579;-100.773937473516
-20.622;75.0399999999999;9.2140228994489;-104.034628580622
-19.704;75.0399999999999;9.57362005375447;-105.116478263276
-18.573;75.0399999999999;9.91489301621248;-107.876097088564
-17.622;75.0399999999999;10.1703920270077;-110.251051514341
-16.628;75.0399999999999;10.4138872130315;-111.02812615821
-15.678;75.0399999999999;10.6019527245853;-112.285066194077
-14.612;75.0399999999999;10.7958974630291;-114.308959515636
-13.706;75.0399999999999;10.9030826118862;-115.33626067108
-12.706;75.0399999999999;10.9935228704822;-116.477523102209
-11.69;75.0399999999999;11.052474865822;-117.267084738723
-10.723;75.0399999999999;11.0636099422009;-117.08221035971
-9.674;75.0399999999999;11.0770088605737;-116.851988549026
-8.63;75.0399999999999;11.141527718573;-116.585248925047
-7.625;75.0399999999999;11.2144199884693;-115.47989351583
-6.636;75.0399999999999;11.3339672578279;-114.691933989254
-5.62;75.0399999999999;11.5092117114299;-113.317724801865
-4.642;75.0399999999999;11.7044912636921;-112.419358464885
-3.615;75.0399999999999;11.8857154574741;-112.082761322497
-2.703;75.0399999999999;12.0121535190362;-111.690301717507
-1.692;75.0399999999999;12.0637041915807;-111.899262862177
-0.627;75.0399999999999;12.0581059207365;-111.966114673659
0.291;75.0399999999999;11.9723084298074;-111.756624117161
1.296;75.0399999999999;11.8206011196667;-110.619181779338
2.362;75.0399999999999;11.6986541065427;-107.940718370094
3.329;75.0399999999999;11.6235414227562;-105.717209730057
4.328;75.0399999999999;11.614397177191;-102.929073446593
5.383;75.0399999999999;11.7400519017012;-101.640767196759
6.311;75.0399999999999;11.8163461494766;-99.3332785777406
7.278;75.0399999999999;11.8741114429668;-98.3812066785152
8.371;75.0399999999999;11.7718665019225;-96.5886404382948
9.415;75.0399999999999;11.6850504289354;-95.5803826545313
10.415;75.0399999999999;11.3899913996892;-92.6810420897455
11.277;75.0399999999999;11.1433426955467;-90.1635168467214
12.337;75.0399999999999;10.8482048895553;-86.9190051704206
13.365;75.0399999999999;10.7048234881228;-83.5890881906187
14.32;75.0399999999999;10.6774339388884;-79.8404990715123
15.326;75.0399999999999;10.6637597459879;-77.346466177784
16.38;75.0399999999999;10.572146822732;-74.9553785225979
17.314;75.0399999999999;10.3719155095386;-72.7803818945387
18.352;75.0399999999999;10.0350571411937;-69.4847086283824
19.38;75.0399999999999;9.64139037819347;-65.3180916474074
20.313;75.0399999999999;9.36671691478542;-59.547282122182
21.341;75.0399999999999;9.19366753623244;-54.0792033544924
22.307;75.0399999999999;9.08967811397162;-50.3604204589581
23.346;75.0399999999999;8.93155850110498;-47.2385620517658
24.3339999999999;75.0399999999999;8.63614012573047;-44.8652326561152
25.268;75.0399999999999;8.20514661354009;-42.4267005032181
26.323;75.0399999999999;7.77413579293642;-36.1528357394737
27.3119999999999;75.0399999999999;7.43944717138773;-30.7616863090677
28.279;75.0399999999999;7.37179978942354;-26.0139576958345
29.311;75.0399999999999;7.31377858827653;-21.5117102600109
30.311;75.0399999999999;6.82971779189668;-19.0472307471097
31.3269999999999;75.0399999999999;6.30716128090531;-16.4681110564202
32.365;75.0399999999999;5.3501266135646;-7.98315876250042
33.1999999999999;75.0399999999999;4.6843505242985;-0.6954365976813
34.2609999999999;75.0399999999999;4.94299105726096;3.88922931279418
35.354;75.0399999999999;4.89909397795673;11.740748017288
36.337;75.0399999999999;4.87427151646922;11.9983153199076
37.282;75.0399999999999;4.32360779547343;14.0550365429453
38.386;75.0399999999999;2.8570650128693;19.2889810202546
39.314;75.0399999999999;1.77208182917847;26.6311310098453
40.325;75.04;1.535523497;40.6669896
41.314;75.04;2.434925567;50.86644283
42.281;75.04;3.156271465;49.30114813
43.368;75.04;2.906232288;46.14508581
44.368;75.04;1.367872816;46.17334555
45.307;75.04;-0.884687166;46.6767243
46.335;75.04;-3.361224143;63.76245263
47.274;75.04;-2.774726332;92.7008082
48.329;75.04;-0.613640066;100.554141
49.334;75.04;0.492448952;95.92409535
50.378;75.04;0.528484581;89.42233411
51.361;75.04;-0.36373355;84.48732575
52.361;75.04;-2.816541575;83.36256218
53.316;75.04;-5.590612355;91.34989211
54.305;75.04;-6.896343281;112.1890263
55.376;75.04;-6.530092532;135.5837868
56.299;75.04;-4.944761762;147.0763742
57.332;75.04;-3.80771158;151.7692456
58.359;75.04;-2.777861974;155.1478523
59.287;75.04;-2.415309869;152.5287081
60.276;75.04;-2.39720731;150.0221472
61.369;75.04;-3.244969195;145.9467496
62.342;75.04;-5.248600844;142.6736932
63.308;75.04;-8.476473185;145.0625226
64.303;75.04;-12.23043153;168.727162
65.269;75.04;-12.72166987;-157.8479846
66.346;75.04;-10.15870484;-133.0421495
67.39;75.04;-8.69759706;-121.3673976
68.379;75.04;-7.753558913;-115.8168209
69.296;75.04;-6.843875586;-110.6666109
70.301;75.04;-5.922235094;-105.5282911
71.367;75.04;-5.352549616;-105.0477259
72.284;75.04;-5.018162201;-107.8966573
73.29;75.04;-5.521242136;-108.4629195
74.366;75.04;-6.649175155;-108.680691
75.322;75.04;-7.930760138;-103.5324404
76.338;75.04;-9.111327956;-94.15451404
77.316;75.04;-9.321730037;-86.55035325
78.283;75.04;-9.640455673;-81.49862737
79.277;75.04;-10.24769751;-82.61989393
80.299;75.04;-11.71120696;-79.57082998
81.337;75.04;-13.70829454;-70.91533414
82.32;75.04;-14.55227515;-57.04766668
83.364;75.04;-14.23180186;-36.32877437
84.391;75.04;-14.15832816;-30.03192278
85.292;75.04;-14.24081851;-28.65678395
86.336;75.04;-15.24654535;-23.87362366
87.308;75.04;-17.46784027;-7.707212245
88.379;75.04;-18.87644559;12.35336999
89.308;75.04;-17.73193207;25.27126424
90.34;75.04;-16.86158911;30.13663325
91.362;75.04;-16.82450908;30.43605142
92.34;75.04;-16.5786665;28.77641966
93.356;75.04;-17.53044595;36.37289929
94.273;75.04;-19.08115344;43.47153936
95.345;75.04;-19.27106645;59.33793763
96.35;75.04;-17.93933444;74.83873408
97.333;75.04;-16.17177123;84.77307366
98.366;75.04;-16.08830643;89.62152312
99.338;75.04;-16.57737754;84.39334595
100.365;75.04;-17.51416245;89.29764454
101.365;75.04;-18.71855079;101.096848
102.337;75.04;-18.91397035;118.4532136
103.354;75.04;-18.33512419;139.7161649
104.364;75.04;-17.14341955;148.0970608
105.32;75.04;-16.25102304;154.6939049
106.281;75.04;-16.62053145;160.9725051
107.325;75.04;-18.4751751;160.167913
108.352;75.04;-20.05181328;166.218917
109.297;75.04;-22.31255382;-178.7685791
110.33;75.04;-24.85069404;-147.0619896
111.302;75.04;-25.68228772;-130.7244571
112.379;75.04;-25.04857352;-124.6311596
113.28;75.04;-24.64680309;-128.9165801
114.274;75.04;-25.5492171;-145.2204383
115.378;75.04;-23.40082071;-179.7970225
116.389;75.04;-20.07688201;171.4295904
117.317;75.04;-18.61578831;171.8496773
118.29;75.04;-18.44482037;175.8252173
119.289;75.04;-19.09965722;-179.1920365
120.36;75.04;-20.63344863;-169.7971595
121.272;75.04;-22.42647248;-157.150934
122.343;75.04;-23.76516166;-130.5549894
123.321;75.04;-24.72939687;-109.5571626
124.387;75.04;-23.9995228;-101.7939407
125.293;75.04;-22.76884329;-97.91289278
126.299;75.04;-21.88924266;-92.02611424
127.381;75.04;-21.8522466;-89.27342807
128.358;75.04;-23.28435901;-90.71536381
129.331;75.04;-24.50922163;-105.8471735
130.369;75.04;-23.38779534;-122.747178
131.264;75.04;-21.27992738;-128.9336091
132.379;75.04;-20.20701141;-124.1780793
133.319;75.04;-20.83520448;-119.7008857
134.341;75.04;-21.45977626;-117.1922205
135.296;75.04;-21.59178674;-111.4579049
136.318;75.04;-21.80660083;-104.4212139
137.312;75.04;-23.4359308;-100.5171818
138.367;75.04;-25.56267291;-99.48065445
139.295;75.04;-26.94429542;-104.5176694
140.317;75.04;-26.23151605;-107.2635455
141.317;75.04;-25.6064902;-107.2940506
142.372;75.04;-25.6182644;-104.5529084
143.355;75.04;-26.45846297;-99.34188314
144.371;75.04;-27.64518514;-91.36317993
145.349;75.04;-27.90041143;-79.89738956
146.299;75.04;-28.17043;-76.57758677
147.282;75.04;-27.8109426;-67.27461192
148.365;75.04;-27.38573321;-52.00072293
149.32;75.04;-27.02059765;-46.73368796
150.315;75.04;-28.00106586;-42.05937903
151.353;75.04;-28.68656419;-43.39315878
152.369;75.04;-30.30156183;-44.2129315
153.336;75.04;-31.56313148;-62.15286723
154.341;75.04;-32.7389153;-92.08172526
155.396;75.04;-31.58878396;-109.0148695
156.341;75.04;-29.24987931;-116.8306144
157.313;75.04;-28.48376983;-118.7197017
158.252;75.04;-29.60686229;-120.9159649
159.323;75.04;-32.28412171;-131.7741863
160.378;75.04;-32.02355947;-144.1779519
161.361;75.04;-32.67114567;-158.3691549
162.339;75.04;-33.30630623;-173.6700093
163.361;75.04;-34.33785949;-175.9396922
164.311;75.04;-35.87166359;-176.5880823
165.377;75.04;-42.62625576;-179.4739963
166.338;75.04;-41.80767501;-152.8035087
167.311;75.04;-38.5653214;-163.5735044
168.371;75.04;-37.22220017;158.6611828
169.277;75.04;-42.12969305;98.87030611
170.37;75.04;-43.13594933;70.30327834
171.31;75.04;-46.06004944;104.7383614
172.315;75.04;-41.71948011;134.471212
173.298;75.04;-51.29825465;106.3107669
174.386;75.04;-41.06983951;-31.95740891
175.325;75.04;-35.59133861;-30.45725568
176.33;75.04;-35.24374786;-28.23068317
177.385;75.04;-34.96674679;-10.98807662
178.401;75.04;-37.37194602;29.6393383
179.077;75.04;-36.86777149;70.10048102
-179.017;80.05;-33.04343688;134.1876893
-178.435;80.05;-35.39097269;156.7834684
-177.336;80.05;-38.64098831;-136.0143498
-176.347;80.05;-38.15115749;-64.99091426
-175.309;80.05;-33.76751363;-22.60824952
-174.375;80.05;-30.45003562;20.03339558
-173.348;80.05;-28.26190005;49.45903579
-172.348;80.05;-26.25914681;74.89376599
-171.36;80.05;-23.44830408;93.98211525
-170.299;80.05;-23.83949044;128.896349
-169.283;80.05;-24.7567805;166.4311589
-168.305;80.05;-26.15988523;-156.6827594
-167.344;80.05;-27.36449183;-119.2290973
-166.35;80.05;-29.10004989;-77.98739567
-165.312;80.05;-29.15677412;-29.67631852
-164.345;80.05;-27.86329707;15.8879219
-163.318;80.05;-27.6084215;55.53208705
-162.323;80.05;-28.8446765;93.40555536
-161.318;80.05;-33.38859178;135.7390872
-160.39;80.05;-34.87797097;-135.9966681
-159.302;80.05;-29.19145078;-86.61395022
-158.313;80.05;-26.50888163;-57.25498123
-157.336;80.05;-28.06983742;-33.94760906
-156.374;80.05;-30.09162372;-1.067385032
-155.303;80.05;-36.73156881;62.86471576
-154.303;80.05;-33.94721049;160.98316
-153.265;80.05;-31.1244208;-139.6012855
-152.326;80.05;-28.51760231;-102.3583276
-151.365;80.05;-27.59486736;-63.96037708
-150.359;80.05;-27.77472751;-18.16910948
-149.31;80.05;-27.31693722;37.19980995
-148.272;80.05;-26.22013931;85.04733029
-147.305;80.05;-24.94971101;119.844135
-146.382;80.05;-26.54829497;145.5617085
-145.377;80.05;-29.50287906;165.0142407
-144.311;80.05;-34.74356393;130.1664594
-143.41;80.05;-28.19527702;81.5436032
-142.367;80.05;-24.13977643;84.76518591
-141.356;80.05;-23.44368071;106.9563302
-140.351;80.05;-24.73289256;130.3200717
-139.384;80.05;-26.86504408;155.399241
-138.39;80.05;-31.95249351;171.6259127
-137.302;80.05;-31.6982435;81.98933923
-136.319;80.05;-25.15237818;78.8995917
-135.368;80.05;-23.92644677;88.25127841
-134.391;80.05;-24.6092038;118.9357506
-133.358;80.05;-25.8534824;152.3969817
-132.292;80.05;-28.37782198;167.4321419
-131.249;80.05;-31.57807834;110.0954064
-130.26;80.05;-25.65663801;80.33032602
-129.337;80.05;-23.48647668;91.10813075
-128.348;80.05;-22.66540572;118.8128784
-127.37;80.05;-23.53597533;139.2720397
-126.36;80.05;-27.32030733;156.2972611
-125.305;80.05;-47.82290146;51.75110064
-124.366;80.05;-31.05986612;32.20744892
-123.316;80.05;-27.25390466;69.18631375
-122.344;80.05;-24.79615143;100.7632349
-121.306;80.05;-26.59673554;124.881055
-120.317;80.05;-33.34504526;-170.4504024
-119.301;80.05;-29.38191498;-91.04142776
-118.367;80.05;-30.26643609;-51.16429065
-117.29;80.05;-29.71271457;7.906435434
-116.307;80.05;-28.89107748;67.61764375
-115.335;80.05;-30.93716221;112.6820492
-114.308;80.05;-30.1705756;-161.0955992
-113.302;80.05;-28.49782635;-116.0783243
-112.347;80.05;-26.13488582;-69.36466802
-111.33;80.05;-26.77396643;-26.36050208
-110.314;80.05;-28.01229659;10.95963619
-109.314;80.05;-32.08942158;77.07635461
-108.386;80.05;-36.9538693;152.5619867
-107.304;80.05;-29.36253929;-125.8477041
-106.293;80.05;-25.4660831;-80.94520206
-105.348;80.05;-24.85458319;-57.35708451
-104.409;80.05;-25.86632423;-17.97374987
-103.31;80.05;-28.2577694;9.79483512
-102.283;80.05;-34.99304206;74.85240805
-101.327;80.05;-30.7233659;-158.5421468
-100.344;80.05;-27.78578824;-135.3236715
-99.295;80.05;-24.98691242;-84.25637805
-98.312;80.05;-25.7727814;-56.55571621
-97.394;80.05;-26.09302813;-13.63828378
-96.329;80.05;-26.52192277;22.71728994
-95.312;80.05;-30.26553704;56.84265023
-94.329;80.05;-35.45920243;128.2166759
-93.28;80.05;-29.35852848;-99.10801485
-92.395;80.05;-23.43492436;-86.68594449
-91.346;80.05;-21.58874995;-63.56469312
-90.259;80.05;-21.90339502;-47.63825732
-89.303;80.05;-23.9694324;-33.30832846
-88.358;80.05;-31.34462401;-42.98688823
-87.292;80.05;-30.35745004;-153.465062
-86.336;80.05;-22.59436312;-152.1383337
-85.282;80.05;-20.3676116;-141.7030457
-84.348;80.05;-18.96479774;-131.7110029
-83.31;80.05;-20.15122418;-114.2971356
-82.348;80.05;-21.3638274;-110.0281834
-81.42;80.05;-27.0668996;-116.0757856
-80.299;80.05;-28.28438288;-175.1559741
-79.366;80.05;-20.72760345;159.5924473
-78.278;80.05;-16.96091092;162.1553385
-77.399;80.05;-15.34745268;167.4335732
-76.366;80.05;-14.90183309;171.007719
-75.361;80.05;-15.12590171;169.446978
-74.378;80.05;-17.62966709;160.1405173
-73.296;80.05;-19.04563874;129.1043588
-72.351;80.05;-17.56464975;101.2598197
-71.384;80.05;-14.57691389;87.82618292
-70.362;80.05;-12.3547061;84.16040202
-69.319;80.05;-11.34977754;80.82833466
-68.313;80.05;-10.65980294;80.19875221
-67.27;80.05;-10.88317232;77.54162984
-66.336;80.05;-12.03719132;71.18159111
-65.402;80.05;-13.4221837;63.60681891
-64.325;80.05;-14.1679245;40.78858315
-63.32;80.05;-13.35020633;19.634579
-62.32;80.05;-11.66504272;4.888080564
-61.359;80.05;-10.11460318;-2.658057437
-60.365;80.05;-8.694520574;-7.849442753
-59.321;80.05;-7.93611108;-10.25108977
-58.349;80.05;-7.839572137;-8.285826957
-57.322;80.05;-8.130695066;-6.799175826
-56.289;80.05;-8.491414257;-4.297084825
-55.344;80.05;-9.367389224;-4.568014594
-54.377;80.05;-10.1253988;-7.006701014
-53.301;80.05;-12.00014321;-11.37590839
-52.361;80.05;-13.04378598;-16.13807886
-51.307;80.05;-13.95881895;-31.86491349
-50.318;80.05;-14.35069563;-49.64446652
-49.367;80.05;-13.11979127;-62.79255132
-48.313;80.05;-11.30616939;-75.73100507
-47.291;80.05;-9.563157726;-83.13080353
-46.335;80.05;-7.876231834;-88.25876665
-45.352;80.05;-6.660621085;-92.55018406
-44.303;80.05;-5.336878622;-92.42216993
-43.314;80.05;-4.454223502;-93.92627631
-42.38;80.05;-3.730063308;-92.94154863
-41.353;80.05;-2.868639959;-92.97434721
-40.419;80.05;-2.070775198;-93.33037084
-39.331;80.05;-1.34935288222057;-94.2045290968247
-38.315;80.05;-0.64741043356576;-93.1843223189742
-37.326;80.05;0.0236754531673781;-92.8339271072966
-36.288;80.05;0.708682849839917;-93.104528415261
-35.305;80.05;1.36036158804639;-94.9615222341901
-34.294;80.05;1.97189919513868;-96.1389909915739
-33.371;80.05;2.46453709372469;-96.4132927157916
-32.394;80.05;2.94936404340984;-96.9031126484122
-31.2889999999999;80.05;3.54139441515809;-97.2492477452475
-30.328;80.05;4.04649083987924;-97.6794631426314
-29.3339999999999;80.05;4.62282823483335;-98.1318148983973
-28.395;80.05;5.13747007489139;-98.1110072359463
-27.323;80.05;5.76230071997724;-99.5477976514307
-26.34;80.05;6.32707622239802;-100.286228061729
-25.329;80.05;6.89293590468265;-101.934583672999
-24.368;80.05;7.38458185878292;-103.082440702673
-23.363;80.05;7.86020791823667;-104.131033962688
-22.2969999999999;80.05;8.42469499824216;-106.153214115913
-21.347;80.05;8.85057661087443;-107.670035255392
-20.391;80.05;9.26811090119085;-108.898569243425
-19.287;80.05;9.68627691712641;-111.604632645648
-18.276;80.05;10.0192951250052;-113.372043519718
-17.326;80.05;10.3283150334774;-115.46911810836
-16.321;80.05;10.5457942128368;-117.158639667193
-15.354;80.05;10.7155525849074;-118.322420584711
-14.343;80.05;10.8655927578217;-120.09569827811
-13.365;80.05;10.9738123422626;-121.647052790553
-12.3649999999999;80.05;11.0481378661359;-122.656831609205
-11.322;80.05;11.0671808142471;-122.82364211438
-10.35;80.05;11.0481480427989;-122.682769679805
-9.366;80.05;11.1039023543372;-121.701275771538
-8.323;80.05;11.1951274718873;-121.048336230093
-7.273;80.05;11.3034133827138;-119.943760648016
-6.301;80.05;11.4807305277041;-118.420228465666
-5.384;80.05;11.6676601309789;-117.72670851128
-4.373;80.05;11.869976848294;-117.393953100425
-3.307;80.05;12.0162955927884;-117.054884990277
-2.302;80.05;12.0702677922902;-117.195045755872
-1.368;80.05;12.0662778772206;-116.666721482486
-0.385;80.05;11.9792070816927;-116.533538053512
0.73;80.05;11.8287212161818;-115.512796422048
1.763;80.05;11.7276151826917;-113.416641889291
2.642;80.05;11.6356494840488;-111.757088446174
3.647;80.05;11.6127352597735;-108.661487224176
4.696;80.05;11.7283768128858;-106.319838326146
5.696;80.05;11.8094723801321;-104.371257713206
6.674;80.05;11.9012944054221;-103.143841665745
7.69;80.05;11.7828130213171;-102.10410802355
8.662;80.05;11.677501405225;-100.866483092937
9.679;80.05;11.3648025441238;-98.8915192533108
10.656;80.05;11.1166959897686;-95.9518648758213
11.684;80.05;10.8290533364459;-92.8759583877035
12.639;80.05;10.7184968230197;-88.5950844682831
13.711;80.05;10.654934571653;-84.9153280344138
14.639;80.05;10.6684104478153;-82.9113142760789
15.683;80.05;10.5438439634351;-79.5944891640008
16.644;80.05;10.3242348487456;-78.1357572843169
17.71;80.05;9.96869073665162;-74.3376940505655
18.715;80.05;9.58175687589195;-71.1056804838436
19.654;80.05;9.31290742561714;-66.8629726014251
20.7419999999999;80.05;9.13063387466868;-60.5871222528216
21.621;80.05;9.02776317087993;-57.4107067588592
22.708;80.05;8.83506510845109;-53.5062420827159
23.692;80.05;8.52644736302916;-50.9940963593497
24.681;80.05;8.03855498737041;-47.7641965812015
25.6139999999999;80.05;7.58879927711543;-42.0673468702006
26.707;80.05;7.2610963698696;-35.4535283644024
27.7019999999999;80.05;7.17916409946763;-30.3290287922032
28.701;80.05;7.00252703239345;-26.7766151561403
29.712;80.05;6.55925914752212;-24.4658357079296
30.641;80.05;5.9021406766711;-21.019322681853
31.629;80.05;5.07331624531418;-16.036482293561
32.624;80.05;4.57900693563831;-8.95059724696466
33.711;80.05;4.57328657961043;-1.49110568071687
34.623;80.05;4.72099559914848;2.66623069896646
35.661;80.05;4.33795297038231;3.33933724825691
36.667;80.05;3.64024179258285;4.98528512391075
37.661;80.05;2.11421617389034;10.6608607569292
38.644;80.05;0.930576582771991;21.5003567309814
39.66;80.05;1.41226322281101;35.6661820953824
40.638;80.05;2.218221523;41.97908385
41.665;80.05;2.506430122;38.6338753
42.643;80.05;2.227750151;34.31617339
43.659;80.05;-0.021877568;30.34971166
44.676;80.05;-2.69941283;36.00629557
45.653;80.05;-4.455764344;62.23319884
46.725;80.05;-2.792437203;81.2708018
47.664;80.05;-0.771628652;89.27188902
48.625;80.05;0.14403595;78.44574912
49.674;80.05;0.007599462;71.14426537
50.718;80.05;-2.459958464;62.89007617
51.751;80.05;-5.357641822;59.33509324
52.608;80.05;-9.016293014;72.26029698
53.651;80.05;-11.55498642;118.8297924
54.629;80.05;-7.790460035;135.3298602
55.695;80.05;-5.989591517;139.2703982
56.695;80.05;-4.255961423;138.5466089
57.618;80.05;-2.875159258;131.3477669
58.733;80.05;-2.574496348;127.8908439
59.644;80.05;-2.593868404;118.0768348
60.683;80.05;-3.82713296;109.9414518
61.611;80.05;-5.944734354;101.5343474
62.633;80.05;-10.63643523;96.27408159
63.627;80.05;-20.81422012;109.8259335
64.632;80.05;-17.44757976;-151.8870286
65.698;80.05;-11.36637031;-134.5085009
66.643;80.05;-8.9327433;-133.8494044
67.604;80.05;-7.546114879;-136.1070769
68.62;80.05;-6.352587785;-133.719441
69.637;80.05;-5.334298249;-135.1914895
70.735;80.05;-4.653449356;-137.7700472
71.625;80.05;-4.483001789;-143.6481394
72.707;80.05;-5.237129607;-147.1142755
73.674;80.05;-6.394704015;-149.6298195
74.685;80.05;-7.799015794;-148.7398955
75.657;80.05;-8.892246766;-144.3555206
76.64;80.05;-9.77350578;-139.4461074
77.679;80.05;-10.97879135;-135.5531827
78.75;80.05;-12.52503322;-136.4483092
79.64;80.05;-14.47229599;-142.9668996
80.667;80.05;-17.628251;-141.8986926
81.617;80.05;-21.4654011;-113.9508724
82.694;80.05;-21.86887795;-79.06969086
83.694;80.05;-20.62561217;-75.53806583
84.627;80.05;-20.57888528;-81.00381758
85.627;80.05;-23.31717118;-75.73933872
86.654;80.05;-30.77429522;-59.74785149
87.621;80.05;-31.03236349;-7.691382605
88.676;80.05;-25.05508635;6.094346371
89.654;80.05;-21.90464672;1.220721118
90.648;80.05;-21.4864923;-8.12057084
91.692;80.05;-21.1569976;-15.16410459
92.614;80.05;-23.31737317;-12.5663167
93.642;80.05;-27.04442805;4.065912621
94.614;80.05;-26.01858581;42.36869319
95.696;80.05;-22.78969626;58.02184251
96.701;80.05;-20.71139345;55.79812535
97.635;80.05;-20.83084819;49.78576784
98.734;80.05;-22.02909087;35.0414768
99.668;80.05;-23.40794057;25.53994616
100.623;80.05;-26.31844667;26.72186563
101.623;80.05;-28.0448875;50.18094056
102.656;80.05;-27.04877438;80.66965091
103.661;80.05;-22.76552717;95.3300678
104.705;80.05;-20.2159353;103.8510263
105.633;80.05;-20.63839159;103.284436
106.606;80.05;-21.25196188;96.85782751
107.627;80.05;-22.87259973;96.87675549
108.682;80.05;-26.15042433;114.8889405
109.693;80.05;-29.81738821;160.4509833
110.681;80.05;-27.49481396;-165.9950275
111.676;80.05;-23.75516453;-155.9467626
112.632;80.05;-22.31051545;-150.5135449
113.631;80.05;-22.30737807;-146.0380232
114.681;80.05;-24.55541275;-157.6242435
115.631;80.05;-26.76465826;-171.4172871
116.614;80.05;-28.14444833;158.5203422
117.669;80.05;-27.39129754;141.5551112
118.658;80.05;-27.18097188;140.4828687
119.696;80.05;-27.65380144;159.5878714
120.63;80.05;-27.25875368;-177.7079868
121.706;80.05;-24.82720037;-143.3044057
122.64;80.05;-22.62527891;-128.5112491
123.667;80.05;-19.95143533;-120.7653199
124.711;80.05;-18.75246911;-114.8935726
125.678;80.05;-18.08147726;-110.1714744
126.65;80.05;-18.10913978;-106.7222071
127.672;80.05;-19.44786431;-106.0575837
128.694;80.05;-21.87118682;-114.4589467
129.726;80.05;-22.63999741;-135.2294542
130.622;80.05;-20.96702932;-148.0599351
131.698;80.05;-20.02371255;-151.1037422
132.649;80.05;-20.16997614;-150.8444837
133.626;80.05;-20.14389767;-150.4905581
134.643;80.05;-19.91612165;-142.8895171
135.648;80.05;-20.85028131;-138.4708377
136.659;80.05;-21.96709251;-132.1195368
137.702;80.05;-24.0639219;-131.7518126
138.636;80.05;-25.46541448;-133.5278582
139.63;80.05;-25.66760993;-131.7360387
140.68;80.05;-26.19188835;-125.1997091
141.663;80.05;-26.75789918;-129.4582384
142.602;80.05;-27.96432666;-127.4737348
143.646;80.05;-28.60152373;-131.2442898
144.728;80.05;-28.9353034;-125.4469092
