theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
-136.374;140.1;-21.15809275;-76.37023305
-135.357;140.1;-21.91403536;-71.86561197
-134.319;140.1;-22.32791741;-65.68801489
-133.341;140.1;-21.76437428;-66.46052088
-132.314;140.1;-21.65912051;-75.35383314
-131.325;140.1;-22.92476251;-85.54772599
-130.342;140.1;-25.27671692;-89.88588262
-129.293;140.1;-29.3565753;-72.75738282
-128.326;140.1;-28.77211715;-56.82190222
-127.293;140.1;-27.75990312;-63.25575124
-126.305;140.1;-28.77779865;-73.08084024
-125.294;140.1;-31.21888614;-57.34460454
-124.371;140.1;-29.10828223;-59.97506319
-123.278;140.1;-26.84479768;-72.04519206
-122.377;140.1;-24.97539897;-78.22864598
-121.432;140.1;-25.15890532;-90.26599604
-120.367;140.1;-26.42136811;-87.62465826
-119.361;140.1;-26.43347368;-78.27016617
-118.301;140.1;-26.82153008;-87.09977823
-117.329;140.1;-27.26759755;-112.0670119
-116.285;140.1;-27.02534273;-139.314512
-115.307;140.1;-25.8078758;-140.8001434
-114.352;140.1;-23.87758211;-131.2724655
-113.368;140.1;-24.45374027;-128.9251235
-112.292;140.1;-27.15707555;-125.5200492
-111.336;140.1;-30.79132247;-134.9956159
-110.325;140.1;-30.88952688;-178.3358392
-109.259;140.1;-25.25988227;159.2526569
-108.293;140.1;-24.7667955;157.0637746
-107.359;140.1;-24.92171099;169.3318659
-106.326;140.1;-26.81222351;175.614816
-105.315;140.1;-30.79846823;175.3313628
-104.272;140.1;-31.88280914;112.2715504
-103.349;140.1;-29.27467349;89.70780833
-102.376;140.1;-27.83417251;91.44511755
-101.377;140.1;-28.83141266;123.3946296
-100.278;140.1;-29.94256782;147.7785007
-99.372;140.1;-33.94157276;-164.7343565
-98.328;140.1;-35.91283988;-113.9048604
-97.372;140.1;-35.5535492;-51.74276469
-96.383;140.1;-38.78792699;13.77178623
-95.323;140.1;-37.28177113;55.04947142
-94.334;140.1;-33.27079635;137.8152083
-93.313;140.1;-31.28800035;176.4073988
-92.302;140.1;-26.63441113;-155.8088809
-91.385;140.1;-25.81548576;-136.8387802
-90.313;140.1;-26.42922169;-128.1356104
-89.275;140.1;-31.59623491;-113.8028746
-88.298;140.1;-31.55993836;178.4643268
-87.32;140.1;-27.75995991;153.9464472
-86.325;140.1;-22.93637566;150.906688
-85.287;140.1;-21.59487219;148.6656195
-84.364;140.1;-21.39922427;151.6933522
-83.315;140.1;-23.0448839;143.4059166
-82.315;140.1;-26.72208688;132.9307098
-81.382;140.1;-27.9626004;88.09928564
-80.338;140.1;-23.460043;68.86810399
-79.256;140.1;-20.46983878;70.6224113
-78.333;140.1;-20.46439636;72.23793478
-77.361;140.1;-19.56640331;78.03436768
-76.355;140.1;-20.10066423;69.2988871
-75.323;140.1;-21.35028003;60.37100199
-74.35;140.1;-21.51179142;45.98294733
-73.384;140.1;-20.68224017;26.03925987
-72.345;140.1;-19.13458227;13.93149575
-71.368;140.1;-18.35385704;10.07293606
-70.335;140.1;-17.4565324;15.37432278
-69.357;140.1;-17.19600313;16.30311774
-68.346;140.1;-17.19257836;21.08999398
-67.369;140.1;-17.59035282;20.16821568
-66.352;140.1;-18.14932562;14.72258197
-65.309;140.1;-17.22700126;0.047391787
-64.347;140.1;-16.29965442;-11.58334668
-63.386;140.1;-15.24170315;-23.28322225
-62.337;140.1;-14.25818207;-33.12367652
-61.365;140.1;-13.44492388;-36.80452334
-60.376;140.1;-12.66905044;-43.1707259
-59.288;140.1;-12.47506644;-44.63602624
-58.277;140.1;-13.22835791;-52.83493566
-57.371;140.1;-13.46431475;-59.08584299
-56.289;140.1;-13.60708709;-70.61228776
-55.388;140.1;-14.21198571;-86.5910976
-54.317;140.1;-13.41774387;-93.33895569
-53.24;140.1;-13.01548461;-116.4298939
-52.339;140.1;-11.53598124;-119.7883995
-51.279;140.1;-10.15299898;-127.7254429
-50.378;140.1;-9.005517908;-129.6352336
-49.302;140.1;-7.790739102;-132.9378742
-48.373;140.1;-6.968195432;-136.3559838
-47.269;140.1;-5.80563545;-137.5135331
-46.379;140.1;-5.170964548;-138.4716271
-45.324;140.1;-4.48566982;-139.9582778
-44.391;140.1;-4.056059779;-139.9705922
-43.287;140.1;-3.367835264;-141.1126248
-42.259;140.1;-2.894741635;-142.5374913
-41.271;140.1;-2.398871987;-143.0122333
-40.265;140.1;-1.866928343;-144.6471761
-39.342;140.1;-1.61255667607886;-146.232056377942
-38.3919999999999;140.1;-1.18925706421034;-146.949171089065
-37.299;140.1;-0.740018108428039;-148.555914617416
-36.327;140.1;-0.252158849475812;-149.286477240314
-35.349;140.1;0.150252624708222;-151.048229189417
-34.415;140.1;0.592296729565632;-151.795172513649
-33.333;140.1;1.27033577181691;-154.002948908357
-32.355;140.1;1.85103809153318;-156.471489952486
-31.3499999999999;140.1;2.37673558989498;-158.308373392247
-30.389;140.1;2.90607429228483;-159.649370413904
-29.394;140.1;3.39096893416543;-161.657891716768
-28.3559999999999;140.1;4.01029665428023;-163.082046449021
-27.279;140.1;4.53358209614534;-165.307862855078
-26.313;140.1;5.00912453375576;-166.622191391567
-25.318;140.1;5.45731064016097;-168.382356524088
-24.352;140.1;5.89661502075773;-169.522611541451
-23.308;140.1;6.39630458517343;-171.518874223999
-22.3519999999999;140.1;6.85915584226855;-173.554020719183
-21.264;140.1;7.35324374914057;-175.108342907653
-20.3529999999999;140.1;7.65434981542211;-175.906972282022
-19.386;140.1;8.00373554281843;-176.503694320597
-18.304;140.1;8.39690480171539;-177.999802093161
-17.337;140.1;8.70349954650983;-179.164751807222
-16.392;140.1;9.00055552964692;-179.181153507113
-15.37;140.1;9.27539554856009;-179.570759951752
-14.332;140.1;9.5578350370411;-179.613523105157
-13.327;140.1;9.85572283010767;179.915975292957
-12.316;140.1;10.111559004647;179.963866582231
-11.36;140.1;10.397072898943;-179.765802130309
-10.382;140.1;10.6512605914239;-179.607123743337
-9.339;140.1;10.9142127980512;-179.472281807807
-8.268;140.1;11.1733741518977;-179.169805462177
-7.301;140.1;11.4080262314461;-178.902329796898
-6.301;140.1;11.5950779199564;-178.65619607891
-5.34;140.1;11.7619915019489;-178.473801802819
-4.334;140.1;11.8938803456045;-178.374285373349
-3.269;140.1;12.0000330030273;-178.112199369068
-2.346;140.1;12.0493784887034;-178.052630799137
-1.429;140.1;12.0834344867096;-177.399348569189
-0.275;140.1;12.0628591459444;-176.87870859468
0.725;140.1;11.9370488033959;-175.698446474513
1.659;140.1;11.8652957207261;-174.923865365091
2.691;140.1;11.7680161790445;-173.044965188316
3.653;140.1;11.641064295986;-170.700253420121
4.685;140.1;11.6007680219782;-167.857864206788
5.674;140.1;11.5303814356909;-165.938208241926
6.613;140.1;11.4963113289009;-163.484897313903
7.679;140.1;11.4298170527823;-161.03113523848
8.635;140.1;11.4867175078027;-158.724858974866
9.668;140.1;11.4007737381173;-156.332451492151
10.667;140.1;11.3337114933534;-154.918111795731
11.629;140.1;11.1391160107014;-153.617952516517
12.705;140.1;10.8881608124386;-150.855478812742
13.667;140.1;10.5828837755677;-148.563690575791
14.688;140.1;10.244996102612;-145.083251291822
15.655;140.1;9.92344200590125;-142.136294931076
16.649;140.1;9.66017421839723;-139.024952370225
17.699;140.1;9.37111701874635;-134.589444210579
18.644;140.1;9.13295537416916;-131.358604479138
19.632;140.1;8.88730583759644;-128.858241906633
20.698;140.1;8.57003109085953;-125.1654027188
21.6809999999999;140.1;8.14320245634961;-122.857927891347
22.725;140.1;7.60424393769468;-118.188529786973
23.653;140.1;7.16884316919952;-116.01624117627
24.681;140.1;6.57643392394795;-112.627620410466
25.647;140.1;6.12803266520482;-106.734320705391
26.713;140.1;5.55291916958561;-102.581733148051
27.63;140.1;5.14531035237853;-100.699682764155
28.68;140.1;4.57064243081886;-94.6988339741768
29.6349999999999;140.1;4.10540237722131;-91.6938737306288
30.6959999999999;140.1;3.4677991591141;-86.2272030835391
31.69;140.1;2.94153808986519;-83.4240084116971
32.607;140.1;2.33717600076762;-80.0595533196295
33.678;140.1;1.47068051234881;-74.8729110428387
34.711;140.1;0.594133664731352;-70.0412988780376
35.678;140.1;-0.289454292558382;-65.033186193538
36.716;140.1;-1.20733353950398;-57.2987975055231
37.633;140.1;-1.78396349216628;-51.7307835108489
38.611;140.1;-2.33588194117482;-46.1248343804084
39.71;140.1;-2.90997277975719;-41.2973880515292
40.693;140.1;-3.75555076;-39.17656638
41.693;140.1;-4.908076045;-35.57540827
42.671;140.1;-6.79110425;-32.6730654
43.648;140.1;-9.441758265;-25.55430457
44.654;140.1;-12.16543976;-10.67585342
45.692;140.1;-13.15663817;9.075904088
46.659;140.1;-12.63160603;23.3493593
47.691;140.1;-12.7570456;32.07525277
48.68;140.1;-14.81764033;37.46637849
49.685;140.1;-18.43638712;38.48267965
50.713;140.1;-24.90103777;36.40171397
51.663;140.1;-37.97729278;116.8144003
52.635;140.1;-22.30143393;-157.1694539
53.684;140.1;-15.99606928;-140.7936645
54.723;140.1;-14.21853074;-140.032117
55.689;140.1;-13.30718111;-145.8453251
56.645;140.1;-12.78025782;-139.4265131
57.694;140.1;-13.43151871;-136.5123356
58.661;140.1;-14.40857544;-134.1486962
59.639;140.1;-16.51903491;-128.0954018
60.688;140.1;-14.92376691;-99.15543402
61.622;140.1;-15.35822879;-87.46075441
62.655;140.1;-14.63905693;-81.04374198
63.737;140.1;-12.50911196;-69.95570541
64.671;140.1;-12.24691688;-68.44927034
65.731;140.1;-11.85054141;-65.68474069
66.692;140.1;-11.36266398;-58.89422701
67.654;140.1;-10.78018337;-54.62382112
68.675;140.1;-10.71063032;-51.65580185
69.664;140.1;-10.51910583;-44.14258325
70.702;140.1;-11.07069046;-44.10966483
71.74;140.1;-11.16436489;-31.17253619
72.685;140.1;-11.43911229;-22.15266511
73.641;140.1;-12.13745911;-20.98305451
74.657;140.1;-12.08969197;-15.25169067
75.663;140.1;-12.41015871;-10.22523867
76.651;140.1;-12.46922858;-0.904733891
77.668;140.1;-12.87716144;6.58086131
78.695;140.1;-13.07066414;10.11966751
79.667;140.1;-13.31404741;14.62011825
80.694;140.1;-13.17533714;20.66064083
81.678;140.1;-12.79260406;31.89857221
82.677;140.1;-12.96693712;40.63357219
83.639;140.1;-13.42928963;47.24233952
84.633;140.1;-13.9231122;51.83436017
85.693;140.1;-13.93134232;63.92108221
86.649;140.1;-14.27553524;74.34128479
87.638;140.1;-14.43617546;78.94425123
88.709;140.1;-14.42007499;89.04449719
89.67;140.1;-15.40969728;94.66988894
90.703;140.1;-16.12176039;107.7069072
91.648;140.1;-16.38292309;112.8878953
92.697;140.1;-16.78796003;121.7953191
93.631;140.1;-16.86195892;133.9232061
94.658;140.1;-17.01309789;142.4169073
95.625;140.1;-17.54408952;148.7104947
96.679;140.1;-18.45362935;159.4684146
97.723;140.1;-20.36327251;167.675311
98.657;140.1;-21.08832119;170.4210192
99.618;140.1;-22.48229893;179.8544068
100.618;140.1;-24.37587924;-177.5437569
101.634;140.1;-25.75196132;179.587064
102.694;140.1;-26.20319195;-173.0970877
103.661;140.1;-27.99360382;-174.9266008
104.672;140.1;-30.23272973;-164.6268675
105.628;140.1;-37.6752173;-176.8771844
106.644;140.1;-36.57509149;71.23465912
107.616;140.1;-29.82175775;68.70631078
108.654;140.1;-27.1039466;59.00296378
109.61;140.1;-24.40288257;65.98990572
110.638;140.1;-22.96580884;77.27537949
111.626;140.1;-21.62860842;89.55170393
112.714;140.1;-20.1716231;105.1242939
113.62;140.1;-19.07457364;112.2671543
114.62;140.1;-18.04759916;116.7732833
115.636;140.1;-17.41926119;122.3089757
116.658;140.1;-16.91443656;125.6676272
117.663;140.1;-16.85802323;133.0004668
118.663;140.1;-17.27278466;138.0384774
119.69;140.1;-18.22713604;140.3654563
120.657;140.1;-19.0187322;142.9693072
121.662;140.1;-20.64629735;145.7322248
122.646;140.1;-21.4253732;145.4782558
123.656;140.1;-21.29719796;146.83923
124.579;140.1;-21.28951366;147.9944286
125.65;140.1;-20.9908138;145.5477887
126.667;140.1;-20.88313611;139.9228849
127.71;140.1;-20.18374411;137.7292698
128.672;140.1;-20.38124642;133.9297141
129.666;140.1;-20.41363143;125.6887875
130.699;140.1;-19.78168474;120.986498
131.654;140.1;-19.89531454;116.3181265
132.638;140.1;-19.23618499;113.1735235
133.698;140.1;-20.32118251;116.0432563
134.687;140.1;-21.19946395;113.5796493
135.719;140.1;-23.4275095;114.0329589
136.719;140.1;-24.99102374;106.5448246
137.686;140.1;-25.1034968;98.86712157
138.702;140.1;-26.10643662;90.73577579
139.674;140.1;-26.19699557;77.90304632
140.636;140.1;-26.44709342;73.27049855
141.663;140.1;-26.77468989;66.98230147
142.674;140.1;-26.4605471;63.40201204
143.613;140.1;-24.72178151;61.58689142
144.618;140.1;-24.91352427;59.64663378
145.673;140.1;-24.7330494;51.22060406
146.629;140.1;-23.81692814;46.79668956
147.7;140.1;-22.6606173;45.58257823
148.606;140.1;-21.85967711;47.26100935
149.634;140.1;-22.02389069;44.93811345
150.721;140.1;-22.30612929;42.29379315
151.622;140.1;-22.21159823;43.25317061
152.666;140.1;-21.70337175;43.61177284
153.66;140.1;-21.70669566;43.59761479
154.698;140.1;-21.97405206;45.10883615
155.67;140.1;-22.20784618;50.19449833
156.687;140.1;-21.90176945;53.50462145
157.648;140.1;-22.74185051;55.64518638
158.659;140.1;-24.51517018;52.09979345
159.642;140.1;-25.37696662;45.93009946
160.647;140.1;-25.96935376;35.84147475
161.675;140.1;-27.88045985;30.2809171
162.652;140.1;-28.6241681;12.26541804
163.707;140.1;-29.14810284;-1.718991579
164.663;140.1;-31.46060258;-12.01060557
165.624;140.1;-33.74635498;-36.44014426
166.635;140.1;-31.85927114;-77.96881986
167.668;140.1;-29.63846293;-103.8283746
168.64;140.1;-30.57810056;-129.080814
169.634;140.1;-35.88906086;-136.1753678
170.667;140.1;-41.32995821;-110.7498933
171.634;140.1;-52.03074832;-154.981179
172.655;140.1;-37.72072091;107.5742753
173.65;140.1;-35.36701338;91.26119122
174.644;140.1;-34.58772491;94.54920352
175.682;140.1;-33.80819207;91.20616336
176.687;140.1;-33.19165957;97.3465204
177.621;140.1;-34.36574312;120.1610417
178.67;140.1;-35.99842459;145.7565297
-178.605;145.07;-35.74617605;-97.58779469
-177.688;145.07;-33.84054921;-95.91626151
-176.721;145.07;-32.81502286;-74.04489358
-175.65;145.07;-33.48597173;-64.28408874
-174.623;145.07;-31.30479394;-53.10265441
-173.667;145.07;-29.43616142;-42.07923225
-172.645;145.07;-27.19728561;-18.37831275
-171.667;145.07;-26.14180166;11.404021
-170.646;145.07;-27.24887785;49.69992859
-169.673;145.07;-29.46811048;78.08692234
-168.619;145.07;-29.65250147;92.62929066
-167.723;145.07;-27.26646385;101.6243949
-166.652;145.07;-25.36786975;127.8466354
-165.63;145.07;-24.51594828;153.1176864
-164.707;145.07;-24.34107518;167.1058584
-163.647;145.07;-24.81462674;-175.0927492
-162.604;145.07;-25.37347434;-163.151836
-161.736;145.07;-25.89542441;-149.4615856
-160.642;145.07;-27.35486422;-151.2566208
-159.709;145.07;-26.96944811;-162.5589675
-158.703;145.07;-25.99876715;-164.4947238
-157.621;145.07;-24.32172243;-159.9416568
-156.621;145.07;-22.43599196;-148.67662
-155.622;145.07;-20.93585502;-141.9685318
-154.666;145.07;-19.67439217;-137.6904371
-153.721;145.07;-19.51347444;-132.7021867
-152.71;145.07;-19.79929937;-125.9372381
-151.623;145.07;-21.14334267;-121.4276333
-150.694;145.07;-23.15449087;-117.9564661
-149.656;145.07;-24.76790129;-125.2154003
-148.689;145.07;-25.05926338;-139.7738723
-147.657;145.07;-23.66749891;-147.0001089
-146.662;145.07;-22.67283405;-144.177288
-145.701;145.07;-21.92767306;-131.548415
-144.679;145.07;-21.99185838;-119.4582358
-143.636;145.07;-21.97599678;-108.1823324
-142.663;145.07;-22.84978662;-107.3539708
-141.74;145.07;-23.5905912;-108.1356967
-140.73;145.07;-23.09091584;-118.7226963
-139.642;145.07;-21.6172724;-122.8714546
-138.637;145.07;-20.21254014;-121.1344015
-137.676;145.07;-18.66493221;-115.3016341
-136.654;145.07;-18.47701319;-108.8298222
-135.725;145.07;-18.90643496;-100.54783
-134.704;145.07;-19.32753435;-96.54989539
-133.66;145.07;-19.51767162;-92.72173044
-132.693;145.07;-19.96074946;-90.64850005
-131.65;145.07;-19.80407834;-97.00535539
-130.688;145.07;-20.2521701;-105.018045
-129.683;145.07;-21.87153431;-107.1739941
-128.623;145.07;-23.70501071;-105.1686933
-127.694;145.07;-24.88334429;-91.38358922
-126.662;145.07;-25.32279305;-87.89728642
-125.624;145.07;-26.49387672;-81.73131004
-124.662;145.07;-27.03656366;-56.47382409
-123.646;145.07;-25.52636596;-44.32706289
-122.674;145.07;-25.40616995;-39.89856345
-121.701;145.07;-25.65258553;-44.68255265
-120.68;145.07;-25.94469936;-63.59738165
-119.674;145.07;-26.19118965;-73.2765435
-118.697;145.07;-24.31435812;-79.09786875
-117.68;145.07;-22.84659638;-82.08360946
-116.708;145.07;-23.38273549;-82.32141481
-115.708;145.07;-26.05671768;-82.86674344
-114.676;145.07;-28.65376657;-93.1500988
-113.698;145.07;-27.64969363;-121.2182229
-112.687;145.07;-24.79395769;-139.6643824
-111.682;145.07;-22.67355757;-138.6367172
-110.704;145.07;-22.71563615;-131.5298391
-109.638;145.07;-23.37013166;-123.4343372
-108.617;145.07;-25.72008712;-133.3076962
-107.677;145.07;-27.69201619;-158.6473373
-106.656;145.07;-25.24269451;174.224092
-105.667;145.07;-23.28175625;171.3567902
-104.7;145.07;-21.66590839;-178.7876645
-103.651;145.07;-22.13650356;-171.3194692
-102.585;145.07;-23.51900617;-168.9851782
-101.607;145.07;-28.12806276;-167.5912348
-100.685;145.07;-29.14617446;179.0053226
-99.712;145.07;-27.49950185;151.7611109
-98.603;145.07;-24.60877248;147.4452394
-97.685;145.07;-23.30944544;163.2418431
-96.631;145.07;-23.04116543;174.6741742
-95.697;145.07;-23.96227528;-178.4775646
-94.735;145.07;-29.00620562;-156.5528073
-93.642;145.07;-31.0106528;-172.1830484
-92.626;145.07;-30.85760798;146.2277821
-91.687;145.07;-27.94656838;143.128687
-90.72;145.07;-24.8417049;153.6784646
-89.643;145.07;-22.35451811;169.5889976
-88.649;145.07;-22.38784213;176.7783007
-87.693;145.07;-22.21266371;-174.5271953
-86.688;145.07;-23.97282707;-171.6506605
-85.644;145.07;-24.02292781;167.4638369
-84.59;145.07;-22.97437572;134.3385259
-83.705;145.07;-20.45797554;129.7977192
-82.574;145.07;-17.89308716;124.6585219
-81.612;145.07;-18.54694492;125.500909
-80.613;145.07;-19.2843744;121.7323456
-79.646;145.07;-20.84295509;114.1296788
-78.63;145.07;-22.06144622;92.03424469
-77.657;145.07;-22.02114066;69.64880808
-76.663;145.07;-19.60238836;58.34618049
-75.713;145.07;-18.88991747;46.49412968
-74.707;145.07;-17.61305369;51.82813467
-73.631;145.07;-17.35169845;50.14922893
-72.604;145.07;-18.52443596;42.68280595
-71.609;145.07;-20.44008396;21.78524477
-70.631;145.07;-20.03742252;6.380869236
-69.615;145.07;-18.78559822;-16.66005155
-68.654;145.07;-17.2101233;-19.97716735
-67.654;145.07;-16.03739584;-23.79058934
-66.6;145.07;-15.19536055;-20.82919854
-65.633;145.07;-15.01462688;-22.78639681
-64.616;145.07;-14.09016697;-26.19640583
-63.611;145.07;-13.99204576;-34.69854023
-62.655;145.07;-13.26956005;-44.71674259
-61.722;145.07;-12.32850764;-56.93392111
-60.683;145.07;-11.1317832;-67.45479083
-59.651;145.07;-9.926167801;-74.44213622
-58.59;145.07;-9.219282755;-77.24949493
-57.673;145.07;-8.872272106;-79.77138015
-56.662;145.07;-8.273237396;-79.30190839
-55.69;145.07;-8.250800272;-82.01501978
-54.679;145.07;-8.280704389;-82.63235307
-53.663;145.07;-8.545764004;-83.43762629
-52.707;145.07;-9.150117926;-89.81828955
-51.664;145.07;-9.395538238;-92.13358652
-50.669;145.07;-9.542907419;-98.27869494
-49.664;145.07;-9.808049043;-109.3958352
-48.697;145.07;-9.652627486;-115.2882828
